faltid;lan;kommun;areal_ha;markslag;inventeringsdatum;fastighet;objektrapport_ui;objektrapport_api;lokal_json
2FB-SJS;Södermanland;Flen;3.78;Bete;2004-06-14;Harlinge 3;https://etjanst.sjv.se/tuvaut/?f=&id=2FB-SJS;https://etjanst.sjv.se/hagenpub/rest/base/object/2FB-SJS;docs/tuva/sodermanland/objektrapporter/2FB-SJS.json
2FC-D00;Södermanland;Strängnäs;10.54;Bete;2002-06-18;Säby2;https://etjanst.sjv.se/tuvaut/?f=&id=2FC-D00;https://etjanst.sjv.se/hagenpub/rest/base/object/2FC-D00;docs/tuva/sodermanland/objektrapporter/2FC-D00.json
2FC-WGV;Södermanland;Gnesta;2.62;Bete;2004-06-04;Rönneberga 2;https://etjanst.sjv.se/tuvaut/?f=&id=2FC-WGV;https://etjanst.sjv.se/hagenpub/rest/base/object/2FC-WGV;docs/tuva/sodermanland/objektrapporter/2FC-WGV.json
2FD-DFS;Södermanland;Strängnäs;2.72;Bete;2002-07-08;Kungsberg2;https://etjanst.sjv.se/tuvaut/?f=&id=2FD-DFS;https://etjanst.sjv.se/hagenpub/rest/base/object/2FD-DFS;docs/tuva/sodermanland/objektrapporter/2FD-DFS.json
2FF-EJU;Södermanland;Katrineholm;1.12;Bete;2004-05-24;eneby 2;https://etjanst.sjv.se/tuvaut/?f=&id=2FF-EJU;https://etjanst.sjv.se/hagenpub/rest/base/object/2FF-EJU;docs/tuva/sodermanland/objektrapporter/2FF-EJU.json
2FF-GMM;Södermanland;Nyköping;2.39;Bete;2003-06-10;Berga 3;https://etjanst.sjv.se/tuvaut/?f=&id=2FF-GMM;https://etjanst.sjv.se/hagenpub/rest/base/object/2FF-GMM;docs/tuva/sodermanland/objektrapporter/2FF-GMM.json
302-380;Södermanland;Strängnäs;1.03;Bete;2002-06-11;Åsa3;https://etjanst.sjv.se/tuvaut/?f=&id=302-380;https://etjanst.sjv.se/hagenpub/rest/base/object/302-380;docs/tuva/sodermanland/objektrapporter/302-380.json
302-XRK;Södermanland;Flen;0.75;Bete;2004-05-19;lena 1;https://etjanst.sjv.se/tuvaut/?f=&id=302-XRK;https://etjanst.sjv.se/hagenpub/rest/base/object/302-XRK;docs/tuva/sodermanland/objektrapporter/302-XRK.json
306-A00;Södermanland;Flen;5.52;Bete;2002-04-25;Vik;https://etjanst.sjv.se/tuvaut/?f=&id=306-A00;https://etjanst.sjv.se/hagenpub/rest/base/object/306-A00;docs/tuva/sodermanland/objektrapporter/306-A00.json
307-XII;Södermanland;Vingåker;0.35;Bete;2003-08-11;;https://etjanst.sjv.se/tuvaut/?f=&id=307-XII;https://etjanst.sjv.se/hagenpub/rest/base/object/307-XII;docs/tuva/sodermanland/objektrapporter/307-XII.json
308-WWQ;Södermanland;Gnesta;2.2;Bete;2004-09-16;njälva extra;https://etjanst.sjv.se/tuvaut/?f=&id=308-WWQ;https://etjanst.sjv.se/hagenpub/rest/base/object/308-WWQ;docs/tuva/sodermanland/objektrapporter/308-WWQ.json
309-WMY;Södermanland;Katrineholm;5.98;Bete;2004-06-15;gustafsvik/grannäs;https://etjanst.sjv.se/tuvaut/?f=&id=309-WMY;https://etjanst.sjv.se/hagenpub/rest/base/object/309-WMY;docs/tuva/sodermanland/objektrapporter/309-WMY.json
30D-300;Södermanland;Trosa;18.26;Bete;2002-05-04;;https://etjanst.sjv.se/tuvaut/?f=&id=30D-300;https://etjanst.sjv.se/hagenpub/rest/base/object/30D-300;docs/tuva/sodermanland/objektrapporter/30D-300.json
30D-GLC;Södermanland;Katrineholm;0.72;Bete;2003-07-09;Hyttan 1;https://etjanst.sjv.se/tuvaut/?f=&id=30D-GLC;https://etjanst.sjv.se/hagenpub/rest/base/object/30D-GLC;docs/tuva/sodermanland/objektrapporter/30D-GLC.json
311-800;Södermanland;Nyköping;0.82;Bete;2002-06-14;Rogsta;https://etjanst.sjv.se/tuvaut/?f=&id=311-800;https://etjanst.sjv.se/hagenpub/rest/base/object/311-800;docs/tuva/sodermanland/objektrapporter/311-800.json
315-CKR;Södermanland;Eskilstuna;1.5;Bete;2003-08-12;Heden2;https://etjanst.sjv.se/tuvaut/?f=&id=315-CKR;https://etjanst.sjv.se/hagenpub/rest/base/object/315-CKR;docs/tuva/sodermanland/objektrapporter/315-CKR.json
315-XJM;Södermanland;Nyköping;2.04;Bete;2003-05-27;Tiggesta;https://etjanst.sjv.se/tuvaut/?f=&id=315-XJM;https://etjanst.sjv.se/hagenpub/rest/base/object/315-XJM;docs/tuva/sodermanland/objektrapporter/315-XJM.json
316-CVX;Södermanland;Gnesta;1.23;Bete;2003-09-10;Blacksta 1;https://etjanst.sjv.se/tuvaut/?f=&id=316-CVX;https://etjanst.sjv.se/hagenpub/rest/base/object/316-CVX;docs/tuva/sodermanland/objektrapporter/316-CVX.json
31B-380;Södermanland;Nyköping;1.43;Restaurerbar;2002-07-04;Måstena;https://etjanst.sjv.se/tuvaut/?f=&id=31B-380;https://etjanst.sjv.se/hagenpub/rest/base/object/31B-380;docs/tuva/sodermanland/objektrapporter/31B-380.json
31B-980;Södermanland;Nyköping;0.72;Restaurerbar;2002-06-26;Veda;https://etjanst.sjv.se/tuvaut/?f=&id=31B-980;https://etjanst.sjv.se/hagenpub/rest/base/object/31B-980;docs/tuva/sodermanland/objektrapporter/31B-980.json
31C-600;Södermanland;Nyköping;4.61;Bete;2023-09-29;Daltorp 1;https://etjanst.sjv.se/tuvaut/?f=&id=31C-600;https://etjanst.sjv.se/hagenpub/rest/base/object/31C-600;docs/tuva/sodermanland/objektrapporter/31C-600.json
31C-STS;Södermanland;Nyköping;0.76;Bete;2003-09-10;Harsta 2;https://etjanst.sjv.se/tuvaut/?f=&id=31C-STS;https://etjanst.sjv.se/hagenpub/rest/base/object/31C-STS;docs/tuva/sodermanland/objektrapporter/31C-STS.json
31C-TPT;Södermanland;Nyköping;0.19;Bete;2003-06-26;Sättra 2;https://etjanst.sjv.se/tuvaut/?f=&id=31C-TPT;https://etjanst.sjv.se/hagenpub/rest/base/object/31C-TPT;docs/tuva/sodermanland/objektrapporter/31C-TPT.json
31E-LPK;Södermanland;Flen;1.35;Bete;2004-07-12;Hagstugan 1;https://etjanst.sjv.se/tuvaut/?f=&id=31E-LPK;https://etjanst.sjv.se/hagenpub/rest/base/object/31E-LPK;docs/tuva/sodermanland/objektrapporter/31E-LPK.json
31F-F80;Södermanland;Strängnäs;1.14;Bete;2002-06-07;Tynnelsö gård3;https://etjanst.sjv.se/tuvaut/?f=&id=31F-F80;https://etjanst.sjv.se/hagenpub/rest/base/object/31F-F80;docs/tuva/sodermanland/objektrapporter/31F-F80.json
31F-SXC;Södermanland;Katrineholm;4.56;Bete;2004-07-12;ö grysta 4;https://etjanst.sjv.se/tuvaut/?f=&id=31F-SXC;https://etjanst.sjv.se/hagenpub/rest/base/object/31F-SXC;docs/tuva/sodermanland/objektrapporter/31F-SXC.json
320-CHZ;Södermanland;Strängnäs;2.44;Bete;2004-08-25;Sörby;https://etjanst.sjv.se/tuvaut/?f=&id=320-CHZ;https://etjanst.sjv.se/hagenpub/rest/base/object/320-CHZ;docs/tuva/sodermanland/objektrapporter/320-CHZ.json
320-GYW;Södermanland;Katrineholm;17.32;Bete;2003-09-12;Julita 4;https://etjanst.sjv.se/tuvaut/?f=&id=320-GYW;https://etjanst.sjv.se/hagenpub/rest/base/object/320-GYW;docs/tuva/sodermanland/objektrapporter/320-GYW.json
322-QKD;Södermanland;Katrineholm;6.93;Bete;2002-08-06;;https://etjanst.sjv.se/tuvaut/?f=&id=322-QKD;https://etjanst.sjv.se/hagenpub/rest/base/object/322-QKD;docs/tuva/sodermanland/objektrapporter/322-QKD.json
323-CBE;Södermanland;Flen;1.71;Bete;2004-09-15;broby extra 2;https://etjanst.sjv.se/tuvaut/?f=&id=323-CBE;https://etjanst.sjv.se/hagenpub/rest/base/object/323-CBE;docs/tuva/sodermanland/objektrapporter/323-CBE.json
325-400;Södermanland;Strängnäs;10.36;Bete;2002-06-25;Edeby1;https://etjanst.sjv.se/tuvaut/?f=&id=325-400;https://etjanst.sjv.se/hagenpub/rest/base/object/325-400;docs/tuva/sodermanland/objektrapporter/325-400.json
325-JTI;Södermanland;Nyköping;10.36;Restaurerbar;2002-07-19;;https://etjanst.sjv.se/tuvaut/?f=&id=325-JTI;https://etjanst.sjv.se/hagenpub/rest/base/object/325-JTI;docs/tuva/sodermanland/objektrapporter/325-JTI.json
326-FXO;Södermanland;Nyköping;0.85;Bete;2003-05-21;Tallstugan;https://etjanst.sjv.se/tuvaut/?f=&id=326-FXO;https://etjanst.sjv.se/hagenpub/rest/base/object/326-FXO;docs/tuva/sodermanland/objektrapporter/326-FXO.json
326-REL;Södermanland;Strängnäs;20.45;Bete;2002-08-14;Åby;https://etjanst.sjv.se/tuvaut/?f=&id=326-REL;https://etjanst.sjv.se/hagenpub/rest/base/object/326-REL;docs/tuva/sodermanland/objektrapporter/326-REL.json
328-CKG;Södermanland;Katrineholm;1.03;Bete;2004-07-20;röudden 2;https://etjanst.sjv.se/tuvaut/?f=&id=328-CKG;https://etjanst.sjv.se/hagenpub/rest/base/object/328-CKG;docs/tuva/sodermanland/objektrapporter/328-CKG.json
32A-OAD;Södermanland;Nyköping;0.48;Bete;2002-07-10;Kärrboda;https://etjanst.sjv.se/tuvaut/?f=&id=32A-OAD;https://etjanst.sjv.se/hagenpub/rest/base/object/32A-OAD;docs/tuva/sodermanland/objektrapporter/32A-OAD.json
32C-JOG;Södermanland;Eskilstuna;1.13;Bete;2002-09-20;Fäboda3;https://etjanst.sjv.se/tuvaut/?f=&id=32C-JOG;https://etjanst.sjv.se/hagenpub/rest/base/object/32C-JOG;docs/tuva/sodermanland/objektrapporter/32C-JOG.json
32C-NMJ;Södermanland;Flen;6.45;Bete;2004-07-13;Sparreholm 7;https://etjanst.sjv.se/tuvaut/?f=&id=32C-NMJ;https://etjanst.sjv.se/hagenpub/rest/base/object/32C-NMJ;docs/tuva/sodermanland/objektrapporter/32C-NMJ.json
330-TMO;Södermanland;Nyköping;1.12;Bete;2003-05-22;Ullevi;https://etjanst.sjv.se/tuvaut/?f=&id=330-TMO;https://etjanst.sjv.se/hagenpub/rest/base/object/330-TMO;docs/tuva/sodermanland/objektrapporter/330-TMO.json
331-OTZ;Södermanland;Flen;4.16;Bete;2003-07-25;Åkerö 1;https://etjanst.sjv.se/tuvaut/?f=&id=331-OTZ;https://etjanst.sjv.se/hagenpub/rest/base/object/331-OTZ;docs/tuva/sodermanland/objektrapporter/331-OTZ.json
337-SBZ;Södermanland;Katrineholm;14.76;Bete;2003-06-06;Viksätter 2;https://etjanst.sjv.se/tuvaut/?f=&id=337-SBZ;https://etjanst.sjv.se/hagenpub/rest/base/object/337-SBZ;docs/tuva/sodermanland/objektrapporter/337-SBZ.json
33A-000;Södermanland;Nyköping;1.43;Bete;2002-07-03;Grytberga;https://etjanst.sjv.se/tuvaut/?f=&id=33A-000;https://etjanst.sjv.se/hagenpub/rest/base/object/33A-000;docs/tuva/sodermanland/objektrapporter/33A-000.json
33B-KYD;Södermanland;Trosa;15.85;Bete;2004-05-26;Nora 1;https://etjanst.sjv.se/tuvaut/?f=&id=33B-KYD;https://etjanst.sjv.se/hagenpub/rest/base/object/33B-KYD;docs/tuva/sodermanland/objektrapporter/33B-KYD.json
33D-QRC;Södermanland;Vingåker;5.98;Bete;2003-08-05;;https://etjanst.sjv.se/tuvaut/?f=&id=33D-QRC;https://etjanst.sjv.se/hagenpub/rest/base/object/33D-QRC;docs/tuva/sodermanland/objektrapporter/33D-QRC.json
33E-QBH;Södermanland;Flen;3.54;Bete;2003-09-01;Grinda 4;https://etjanst.sjv.se/tuvaut/?f=&id=33E-QBH;https://etjanst.sjv.se/hagenpub/rest/base/object/33E-QBH;docs/tuva/sodermanland/objektrapporter/33E-QBH.json
33F-NUZ;Södermanland;Flen;1.06;Bete;2003-09-22;;https://etjanst.sjv.se/tuvaut/?f=&id=33F-NUZ;https://etjanst.sjv.se/hagenpub/rest/base/object/33F-NUZ;docs/tuva/sodermanland/objektrapporter/33F-NUZ.json
340-100;Södermanland;Nyköping;3.98;Bete;2002-07-03;Nynäs, Skälsnäs;https://etjanst.sjv.se/tuvaut/?f=&id=340-100;https://etjanst.sjv.se/hagenpub/rest/base/object/340-100;docs/tuva/sodermanland/objektrapporter/340-100.json
341-TEQ;Södermanland;Trosa;19.65;Restaurerbar;2002-07-17;Askö;https://etjanst.sjv.se/tuvaut/?f=&id=341-TEQ;https://etjanst.sjv.se/hagenpub/rest/base/object/341-TEQ;docs/tuva/sodermanland/objektrapporter/341-TEQ.json
342-RNF;Södermanland;Gnesta;4.08;Bete;2004-06-18;Askartorp 1;https://etjanst.sjv.se/tuvaut/?f=&id=342-RNF;https://etjanst.sjv.se/hagenpub/rest/base/object/342-RNF;docs/tuva/sodermanland/objektrapporter/342-RNF.json
344-NTB;Södermanland;Gnesta;3.61;Bete;2004-06-07;Mälby 1;https://etjanst.sjv.se/tuvaut/?f=&id=344-NTB;https://etjanst.sjv.se/hagenpub/rest/base/object/344-NTB;docs/tuva/sodermanland/objektrapporter/344-NTB.json
345-DBV;Södermanland;Nyköping;8.73;Bete;2004-06-10;Edeby;https://etjanst.sjv.se/tuvaut/?f=&id=345-DBV;https://etjanst.sjv.se/hagenpub/rest/base/object/345-DBV;docs/tuva/sodermanland/objektrapporter/345-DBV.json
345-SOB;Södermanland;Strängnäs;1.52;Restaurerbar;2002-08-06;Herresta5;https://etjanst.sjv.se/tuvaut/?f=&id=345-SOB;https://etjanst.sjv.se/hagenpub/rest/base/object/345-SOB;docs/tuva/sodermanland/objektrapporter/345-SOB.json
346-YDU;Södermanland;Katrineholm;0.44;Bete;2002-08-13;Ödesdal 1;https://etjanst.sjv.se/tuvaut/?f=&id=346-YDU;https://etjanst.sjv.se/hagenpub/rest/base/object/346-YDU;docs/tuva/sodermanland/objektrapporter/346-YDU.json
347-DXC;Södermanland;Flen;2.73;Bete;2003-09-18;Kulla2;https://etjanst.sjv.se/tuvaut/?f=&id=347-DXC;https://etjanst.sjv.se/hagenpub/rest/base/object/347-DXC;docs/tuva/sodermanland/objektrapporter/347-DXC.json
347-XVB;Södermanland;Nyköping;6.51;Bete;2019-05-13;Horn 4;https://etjanst.sjv.se/tuvaut/?f=&id=347-XVB;https://etjanst.sjv.se/hagenpub/rest/base/object/347-XVB;docs/tuva/sodermanland/objektrapporter/347-XVB.json
348-WAF;Södermanland;Flen;0.88;Bete;2003-09-10;Händö1;https://etjanst.sjv.se/tuvaut/?f=&id=348-WAF;https://etjanst.sjv.se/hagenpub/rest/base/object/348-WAF;docs/tuva/sodermanland/objektrapporter/348-WAF.json
349-180;Södermanland;Strängnäs;0.75;Bete;2002-06-23;Botholm2;https://etjanst.sjv.se/tuvaut/?f=&id=349-180;https://etjanst.sjv.se/hagenpub/rest/base/object/349-180;docs/tuva/sodermanland/objektrapporter/349-180.json
349-CTB;Södermanland;Katrineholm;1.83;Bete;2002-07-10;Ladäng;https://etjanst.sjv.se/tuvaut/?f=&id=349-CTB;https://etjanst.sjv.se/hagenpub/rest/base/object/349-CTB;docs/tuva/sodermanland/objektrapporter/349-CTB.json
34B-SYZ;Södermanland;Nyköping;0.32;Bete;2004-08-25;Tallstugan 3;https://etjanst.sjv.se/tuvaut/?f=&id=34B-SYZ;https://etjanst.sjv.se/hagenpub/rest/base/object/34B-SYZ;docs/tuva/sodermanland/objektrapporter/34B-SYZ.json
34D-AYSD;Södermanland;Gnesta;1.95;Bete;2004-10-15;Fräkenvassen;https://etjanst.sjv.se/tuvaut/?f=&id=34D-AYSD;https://etjanst.sjv.se/hagenpub/rest/base/object/34D-AYSD;docs/tuva/sodermanland/objektrapporter/34D-AYSD.json
34D-E00;Södermanland;Strängnäs;5.18;Bete;2002-06-24;Rosendal1;https://etjanst.sjv.se/tuvaut/?f=&id=34D-E00;https://etjanst.sjv.se/hagenpub/rest/base/object/34D-E00;docs/tuva/sodermanland/objektrapporter/34D-E00.json
34D-NAN;Södermanland;Nyköping;1.8;Bete;2004-06-05;Västra Malma;https://etjanst.sjv.se/tuvaut/?f=&id=34D-NAN;https://etjanst.sjv.se/hagenpub/rest/base/object/34D-NAN;docs/tuva/sodermanland/objektrapporter/34D-NAN.json
34D-TNG;Södermanland;Katrineholm;1.17;Bete;2004-07-27;brynstorp 3;https://etjanst.sjv.se/tuvaut/?f=&id=34D-TNG;https://etjanst.sjv.se/hagenpub/rest/base/object/34D-TNG;docs/tuva/sodermanland/objektrapporter/34D-TNG.json
34E-MNJ;Södermanland;Vingåker;3.12;Bete;2003-08-08;Munketorp 1;https://etjanst.sjv.se/tuvaut/?f=&id=34E-MNJ;https://etjanst.sjv.se/hagenpub/rest/base/object/34E-MNJ;docs/tuva/sodermanland/objektrapporter/34E-MNJ.json
34E-OLG;Södermanland;Strängnäs;14.89;Bete;2002-07-17;Hasta1;https://etjanst.sjv.se/tuvaut/?f=&id=34E-OLG;https://etjanst.sjv.se/hagenpub/rest/base/object/34E-OLG;docs/tuva/sodermanland/objektrapporter/34E-OLG.json
34F-680;Södermanland;Nyköping;0.14;Bete;2002-07-03;Kungstorp;https://etjanst.sjv.se/tuvaut/?f=&id=34F-680;https://etjanst.sjv.se/hagenpub/rest/base/object/34F-680;docs/tuva/sodermanland/objektrapporter/34F-680.json
34F-BAI;Södermanland;Flen;1.52;Bete;2004-08-12;flenmo 1:2, 3;https://etjanst.sjv.se/tuvaut/?f=&id=34F-BAI;https://etjanst.sjv.se/hagenpub/rest/base/object/34F-BAI;docs/tuva/sodermanland/objektrapporter/34F-BAI.json
350-BHH;Södermanland;Eskilstuna;6.41;Bete;2002-08-13;Övre Gärtre3;https://etjanst.sjv.se/tuvaut/?f=&id=350-BHH;https://etjanst.sjv.se/hagenpub/rest/base/object/350-BHH;docs/tuva/sodermanland/objektrapporter/350-BHH.json
350-ZLO;Södermanland;Nyköping;2.61;Bete;2003-06-06;Stensund 1;https://etjanst.sjv.se/tuvaut/?f=&id=350-ZLO;https://etjanst.sjv.se/hagenpub/rest/base/object/350-ZLO;docs/tuva/sodermanland/objektrapporter/350-ZLO.json
353-TND;Södermanland;Katrineholm;8.02;Bete;2004-06-09;lagmansö 2;https://etjanst.sjv.se/tuvaut/?f=&id=353-TND;https://etjanst.sjv.se/hagenpub/rest/base/object/353-TND;docs/tuva/sodermanland/objektrapporter/353-TND.json
354-YYS;Södermanland;Strängnäs;0.41;Bete;2003-09-05;Krusstugan2;https://etjanst.sjv.se/tuvaut/?f=&id=354-YYS;https://etjanst.sjv.se/hagenpub/rest/base/object/354-YYS;docs/tuva/sodermanland/objektrapporter/354-YYS.json
356-KNV;Södermanland;Nyköping;1.14;Bete;2002-07-13;Lillkällsstugan;https://etjanst.sjv.se/tuvaut/?f=&id=356-KNV;https://etjanst.sjv.se/hagenpub/rest/base/object/356-KNV;docs/tuva/sodermanland/objektrapporter/356-KNV.json
356-UVF;Södermanland;Flen;0.79;Bete;2004-08-06;vik 2;https://etjanst.sjv.se/tuvaut/?f=&id=356-UVF;https://etjanst.sjv.se/hagenpub/rest/base/object/356-UVF;docs/tuva/sodermanland/objektrapporter/356-UVF.json
358-180;Södermanland;Katrineholm;1.58;Bete;2002-06-25;Bronäs 3;https://etjanst.sjv.se/tuvaut/?f=&id=358-180;https://etjanst.sjv.se/hagenpub/rest/base/object/358-180;docs/tuva/sodermanland/objektrapporter/358-180.json
358-IST;Södermanland;Eskilstuna;3.58;Bete;2003-06-26;Lista3;https://etjanst.sjv.se/tuvaut/?f=&id=358-IST;https://etjanst.sjv.se/hagenpub/rest/base/object/358-IST;docs/tuva/sodermanland/objektrapporter/358-IST.json
359-JZD;Södermanland;Flen;4.94;Bete;2004-05-18;viby 2;https://etjanst.sjv.se/tuvaut/?f=&id=359-JZD;https://etjanst.sjv.se/hagenpub/rest/base/object/359-JZD;docs/tuva/sodermanland/objektrapporter/359-JZD.json
35C-AEQ;Södermanland;Gnesta;3.02;Bete;2003-08-14;Öllösa;https://etjanst.sjv.se/tuvaut/?f=&id=35C-AEQ;https://etjanst.sjv.se/hagenpub/rest/base/object/35C-AEQ;docs/tuva/sodermanland/objektrapporter/35C-AEQ.json
35C-GNG;Södermanland;Trosa;0.24;Bete;2004-05-12;;https://etjanst.sjv.se/tuvaut/?f=&id=35C-GNG;https://etjanst.sjv.se/hagenpub/rest/base/object/35C-GNG;docs/tuva/sodermanland/objektrapporter/35C-GNG.json
35C-VUX;Södermanland;Gnesta;1.97;Bete;2004-07-01;Önnersta 2;https://etjanst.sjv.se/tuvaut/?f=&id=35C-VUX;https://etjanst.sjv.se/hagenpub/rest/base/object/35C-VUX;docs/tuva/sodermanland/objektrapporter/35C-VUX.json
35E-480;Södermanland;Trosa;22.0;Bete;2002-06-07;Södra Klacka;https://etjanst.sjv.se/tuvaut/?f=&id=35E-480;https://etjanst.sjv.se/hagenpub/rest/base/object/35E-480;docs/tuva/sodermanland/objektrapporter/35E-480.json
35F-SFT;Södermanland;Katrineholm;1.39;Bete;2004-06-30;rosendal;https://etjanst.sjv.se/tuvaut/?f=&id=35F-SFT;https://etjanst.sjv.se/hagenpub/rest/base/object/35F-SFT;docs/tuva/sodermanland/objektrapporter/35F-SFT.json
35F-VHK;Södermanland;Eskilstuna;5.22;Bete;2002-08-20;Prästgården2;https://etjanst.sjv.se/tuvaut/?f=&id=35F-VHK;https://etjanst.sjv.se/hagenpub/rest/base/object/35F-VHK;docs/tuva/sodermanland/objektrapporter/35F-VHK.json
361-ULU;Södermanland;Nyköping;4.09;Bete;2003-05-19;Stensnäs 2;https://etjanst.sjv.se/tuvaut/?f=&id=361-ULU;https://etjanst.sjv.se/hagenpub/rest/base/object/361-ULU;docs/tuva/sodermanland/objektrapporter/361-ULU.json
362-100;Södermanland;Katrineholm;0.91;Bete;2002-06-27;Sörgölet 3;https://etjanst.sjv.se/tuvaut/?f=&id=362-100;https://etjanst.sjv.se/hagenpub/rest/base/object/362-100;docs/tuva/sodermanland/objektrapporter/362-100.json
362-UBA;Södermanland;Flen;0.57;Ej aktuell;2004-08-20;Årdala;https://etjanst.sjv.se/tuvaut/?f=&id=362-UBA;https://etjanst.sjv.se/hagenpub/rest/base/object/362-UBA;docs/tuva/sodermanland/objektrapporter/362-UBA.json
365-180;Södermanland;Strängnäs;4.2;Bete;2023-08-18;Fröberga;https://etjanst.sjv.se/tuvaut/?f=&id=365-180;https://etjanst.sjv.se/hagenpub/rest/base/object/365-180;docs/tuva/sodermanland/objektrapporter/365-180.json
365-RGO;Södermanland;Trosa;7.91;Bete;2002-07-17;Askö;https://etjanst.sjv.se/tuvaut/?f=&id=365-RGO;https://etjanst.sjv.se/hagenpub/rest/base/object/365-RGO;docs/tuva/sodermanland/objektrapporter/365-RGO.json
365-WFC;Södermanland;Gnesta;0.8;Bete;2003-09-17;Bondhälla 1;https://etjanst.sjv.se/tuvaut/?f=&id=365-WFC;https://etjanst.sjv.se/hagenpub/rest/base/object/365-WFC;docs/tuva/sodermanland/objektrapporter/365-WFC.json
366-WGJ;Södermanland;Flen;0.93;Bete;2004-08-31;mälby 1;https://etjanst.sjv.se/tuvaut/?f=&id=366-WGJ;https://etjanst.sjv.se/hagenpub/rest/base/object/366-WGJ;docs/tuva/sodermanland/objektrapporter/366-WGJ.json
367-A00;Södermanland;Strängnäs;2.68;Restaurerbar;2002-06-25;Edeby3;https://etjanst.sjv.se/tuvaut/?f=&id=367-A00;https://etjanst.sjv.se/hagenpub/rest/base/object/367-A00;docs/tuva/sodermanland/objektrapporter/367-A00.json
367-BDW;Södermanland;Nyköping;0.46;Bete;2002-09-04;Backa, Björksund;https://etjanst.sjv.se/tuvaut/?f=&id=367-BDW;https://etjanst.sjv.se/hagenpub/rest/base/object/367-BDW;docs/tuva/sodermanland/objektrapporter/367-BDW.json
367-BJR;Södermanland;Flen;3.44;Bete;2003-07-22;Knutstorp;https://etjanst.sjv.se/tuvaut/?f=&id=367-BJR;https://etjanst.sjv.se/hagenpub/rest/base/object/367-BJR;docs/tuva/sodermanland/objektrapporter/367-BJR.json
368-MLID;Södermanland;Gnesta;0.81;Bete;2004-08-24;?;https://etjanst.sjv.se/tuvaut/?f=&id=368-MLID;https://etjanst.sjv.se/hagenpub/rest/base/object/368-MLID;docs/tuva/sodermanland/objektrapporter/368-MLID.json
36A-DKP;Södermanland;Nyköping;1.29;Bete;2004-07-30;Lundby 2;https://etjanst.sjv.se/tuvaut/?f=&id=36A-DKP;https://etjanst.sjv.se/hagenpub/rest/base/object/36A-DKP;docs/tuva/sodermanland/objektrapporter/36A-DKP.json
36C-SSS;Södermanland;Flen;1.27;Bete;2004-06-21;Västra Forrsa 1;https://etjanst.sjv.se/tuvaut/?f=&id=36C-SSS;https://etjanst.sjv.se/hagenpub/rest/base/object/36C-SSS;docs/tuva/sodermanland/objektrapporter/36C-SSS.json
36D-C00;Södermanland;Nyköping;0.21;Restaurerbar;2002-07-01;Nysäter;https://etjanst.sjv.se/tuvaut/?f=&id=36D-C00;https://etjanst.sjv.se/hagenpub/rest/base/object/36D-C00;docs/tuva/sodermanland/objektrapporter/36D-C00.json
36E-VOE;Södermanland;Katrineholm;3.25;Bete;2003-07-08;Djupan-Boda 2;https://etjanst.sjv.se/tuvaut/?f=&id=36E-VOE;https://etjanst.sjv.se/hagenpub/rest/base/object/36E-VOE;docs/tuva/sodermanland/objektrapporter/36E-VOE.json
36E-XEP;Södermanland;Katrineholm;4.29;Bete;2004-06-09;lagmansö, sund 1;https://etjanst.sjv.se/tuvaut/?f=&id=36E-XEP;https://etjanst.sjv.se/hagenpub/rest/base/object/36E-XEP;docs/tuva/sodermanland/objektrapporter/36E-XEP.json
370-POQ;Södermanland;Eskilstuna;7.17;Bete;2003-06-27;Berga-Lista3;https://etjanst.sjv.se/tuvaut/?f=&id=370-POQ;https://etjanst.sjv.se/hagenpub/rest/base/object/370-POQ;docs/tuva/sodermanland/objektrapporter/370-POQ.json
370-RDO;Södermanland;Nyköping;1.34;Bete;2002-07-18;Torkelstorp;https://etjanst.sjv.se/tuvaut/?f=&id=370-RDO;https://etjanst.sjv.se/hagenpub/rest/base/object/370-RDO;docs/tuva/sodermanland/objektrapporter/370-RDO.json
370-TVR;Södermanland;Strängnäs;3.1;Bete;2004-08-25;Nursa 1;https://etjanst.sjv.se/tuvaut/?f=&id=370-TVR;https://etjanst.sjv.se/hagenpub/rest/base/object/370-TVR;docs/tuva/sodermanland/objektrapporter/370-TVR.json
371-ZMP;Södermanland;Strängnäs;0.84;Bete;2002-07-08;Kungsberg5;https://etjanst.sjv.se/tuvaut/?f=&id=371-ZMP;https://etjanst.sjv.se/hagenpub/rest/base/object/371-ZMP;docs/tuva/sodermanland/objektrapporter/371-ZMP.json
373-LNO;Södermanland;Katrineholm;6.05;Bete;2003-07-11;;https://etjanst.sjv.se/tuvaut/?f=&id=373-LNO;https://etjanst.sjv.se/hagenpub/rest/base/object/373-LNO;docs/tuva/sodermanland/objektrapporter/373-LNO.json
373-QFL;Södermanland;Trosa;3.4;Bete;2002-07-17;Askö;https://etjanst.sjv.se/tuvaut/?f=&id=373-QFL;https://etjanst.sjv.se/hagenpub/rest/base/object/373-QFL;docs/tuva/sodermanland/objektrapporter/373-QFL.json
374-CHY;Södermanland;Flen;1.64;Bete;2003-08-15;Ekensholm 4;https://etjanst.sjv.se/tuvaut/?f=&id=374-CHY;https://etjanst.sjv.se/hagenpub/rest/base/object/374-CHY;docs/tuva/sodermanland/objektrapporter/374-CHY.json
